Track;Album Name;Artist;Release Date;ISRC;All Time Rank;Spotify Streams;Spotify Playlist Count;Spotify Playlist Reach
One More Night;Overexposed Track By Track;Maroon 5;01/01/12;USUM71203514;1989;885944426;129982;34799834
i'm so tired...;i'm so tired...;Lauv;1/24/2019;GBKPL1933763;426;885986482;82322;17357820
Hot N Cold;NOW 29;Katy Perry;01/01/08;USCA20802544;2998;886077008;154757;77671100
Wild Ones (feat. Sia);Good Feeling EP;Flo Rida;01/01/11;USAT21104103;2983;886640358;144242;105513240
Criminal;Criminal;NATTI NATASHA;8/18/2017;USB271700112;648;889098343;84086;32287923
DISCOTEKA (feat. Locura Mix);DISCOTEKA (feat. Locura Mix);The La Planta;2/16/2023;BK4DA2301022;4001;89073254;15308;4179773
someday i'll get it;someday i'll get it;Alek Olsen;10/26/2023;GBMJG2330804;1688;89292592;13834;23174342
Get It Sexyy;Get It Sexyy;Sexyy Red;3/15/2024;QZSYP2454435;185;89362910;7377;70714216
UP;UP;INNA;10/29/2021;ROGRA2101937;3944;35440292;7611;1055511
Up;Up (Instrumental);Cardi B;02/04/21;USAT22100061;664;646916214;9797;34102798
Kya Loge Tum;Kya Loge Tum;B Praak;5/15/2023;INUM72300286;1238;89701636;2561;1939449
act ii: date @ 8 (remix);act ii: date @ 8 (feat. Drake) [remix];4batz;03/08/24;USLD91756695;627;89787741;16536;54361056
The Heart Part 5;The Heart Part 5;Kendrick Lamar;05/08/22;USUM72208318;447;89806639;41371;4068649
Paani Paani;Paani Paani;Badshah;06/09/21;INH102100261;179;89815962;9126;3802888
vampire;vampire;Olivia Rodrigo;6/30/2023;USUG12305004;781;997536616;5268;1949130
Something in the Orange;Something in the Orange;Zach Bryan;4/22/2022;USWB12201213;478;891578597;134151;56220971
"What Was I Made For? [From The Motion Picture ""Barbie""]";"What Was I Made For? (From The Motion Picture ""Barbie"")";Billie Eilish;7/13/2023;USUM72307484;69;891720245;11456;97542546
Bodak Yellow;Bodak Yellow;Cardi B;6/16/2017;USAT21701762;1932;894360950;9927;29301256
Runaway (U & I);Runaway (U & I);Galantis;10/05/14;USAT21404265;2469;895051532;1551;42988196
Lost in the Fire (feat. The Weeknd);Lost in the Fire (feat. The Weeknd);Gesaffelstein;01/11/19;USQX91803314;2564;895496661;158437;56718950
Fight Song;Fight Song;Rachel Platten;12/02/14;USSM11500753;267;897794289;92326;47254001
Glorious (feat. Skylar Grey);Glorious (feat. Skylar Grey);Macklemore;6/15/2017;QZ8TY1700001;2878;899431434;111427;17437639
Break Free;Pop Party 13;Ariana Grande;01/01/14;USUM71409719;261;899830382;96199;41829450
Malicious Intentions;Malicious Intentions - Single;Pozer;4/19/2024;GBARL2400393;4198;9034106;176;9486862
The Craving (single version);The Craving (single version) - Single;Twenty One Pilots;5/22/2024;USAT22403454;1083;9084595;1087;26826278
Never Last;Number 2 / Never Last;Lil Tecca;05/03/24;USUM72404636;4455;9126485;2054;1013145
Fisherrr;Fisherrr - Single;Cash Cobain;2/28/2024;NL8RL2403852;2598;9215777;2816;3862691
Tu Foto;Tu Foto;Q' Lokura;5/16/2024;QM6N22456323;2869;9244547;925;8931821
Can't Get Enough;Can't Get Enough;Jennifer Lopez;01/10/24;QMRSZ2301148;2565;9293098;1348;2545397
Beautiful As You;Beautiful As You;Thomas Rhett;05/10/24;QZRD92405047;3316;9327924;878;21394629
Nimbu Kharbuja Bhail 2;Nimbu Kharbuja Bhail 2;Khesari Lal Yadav;12/11/23;ING642308945;546;9396018;139;195881
Carry You Home;Carry You Home;Alex Warren;5/31/2024;USAT22403017;2339;9428361;1095;21925889
GoodSin;Avana - EP;Olivetheboy;4/21/2023;TCAGY2352982;2802;9513971;147;136347
How You Feel (Ft. Leven Kali);How You Feel (Ft. Leven Kali);ANOTR;4/19/2024;USZXT2454115;349;9591249;4565;35057668
Old Days;Old Days;Lil Durk;2/23/2024;USQX92400663;3337;9682984;3542;6763625
Ya Leil W Yal Ein;Ya Leil W Yal Ein;AL SHAMI;9/20/2023;LBA132301385;1574;9736339;2164;911622
Spell;SEVENTEEN BEST ALBUM '17 IS RIGHT HERE';SEVENTEEN;4/29/2024;USA2P2415977;3998;9866591;621;1236012
Winners In Paris;Winners In Paris;Sleepy Hallow;05/08/24;USRC12401281;3308;9889717;1826;25270438
FREAK;YUQ1;YUQI;4/23/2024;KRA392400004;2604;9956970;918;11306595
BARBIEZ;Pa las Baby's Y Belikeada;Fuerza Regida;10/20/2023;QZ9QQ2300783;3759;90149537;6289;7279462
Adderall (Corvette Corvette);Adderall (Corvette Corvette);Popp Hunna;10/14/2020;USA2P2036916;332;90383224;24868;4716437
Heartbroken (feat. Jessie Murph & Polo G);Heartbroken (feat. Jessie Murph & Polo G);Diplo;7/21/2023;USSM12305095;315;90619651;18945;7633545
BAND4BAND (feat. Lil Baby);BAND4BAND (feat. Lil Baby);Central Cee;5/23/2024;USSM12404354;10;90676573;104;184199419
ISABELLE;ISABELLE;Sefo;06/08/22;QM6N22220696;4398;90838757;22248;2370123
CIRCUS MAXIMUS;UTOPIA;Travis Scott;7/28/2023;USSM12305014;3366;90921914;34656;5338264
Beautiful Things;Beautiful Things;Benson Boone;1/18/2024;USWB12307016;7;900158751;73118;201585714
Wishing Well;Legends Never Die;Juice WRLD;07/10/20;USUG12001905;583;901486450;157381;25837638
Ballin' (with Roddy Ricch);Perfect Ten;Mustard;6/28/2019;USUM71911808;502;907346612;200091;36757073
Truth or Dare;TYLA;Tyla;12/01/23;USSM12308650;148;91143676;13407;30382319
Ms. Jackson;Ms. Jackson;Pashanim;8/24/2023;DECE72302560;2847;91200208;31859;7752540
BLUE;HIT ME HARD AND SOFT;Billie Eilish;5/17/2024;USUM72401996;19;91272461;6499;52287548
Labios Mordidos (with KAROL G);Labios Mordidos (with KAROL G);Kali Uchis;11/24/2023;USUM72315069;2883;91553012;8921;15207574
Bondade de Deus;Bondade de Deus;Isaias Saad;2/21/2022;BCII12200001;396;91842323;1591;8695499
MAMIII;MAMIII;Becky G;02/10/22;USRC12200425;337;911797058;80109;53928265
Golden;Fine Line;Harry Styles;12/13/2019;USSM11912586;1645;912294568;117541;36158508
Otra vez (feat. J Balvin);Motivan2;Zion & Lennox;9/30/2016;USWL11600244;2345;912446776;48788;18231793
ily (i love you baby) (feat. Emilee);ily (feat. Emilee);Surf Mesa;11/26/2019;QZJRC1945204;517;912461674;160875;50549340
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);Tainy;10/05/21;USA2P2135437;1104;912709169;94302;33979642
Softcore;The Neighbourhood;The Neighbourhood;03/09/18;USSM11800523;3234;915401494;155329;39721831
La Santa;YHLQMDLG;Bad Bunny;2/29/2020;QM4TX2030933;2361;915557792;96498;35375775
Adan y Eva;Adan y Eva;Paulo Londra;11/05/18;USWL11801206;1383;915772593;85897;24226776
Space Cadet (feat. Gunna);NOT ALL HEROES WEAR CAPES;Metro Boomin;11/02/18;USUG11802484;2416;917916061;204396;35887216
Pray For Me;Pray For Me (with Kendrick Lamar);The Weeknd;02/02/18;USUM71800001;2491;918478800;13942;28588643
Habits (Stay High);Habits;Tove Lo;3/15/2013;SE3NM1300101;1658;919756735;144657;32634535
Buttabomma - Telugu;"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single";Armaan Malik;12/24/2019;INA091916753;2722;92120986;8924;2240190
Sin Tanto Royo;Sin Tanto Royo;Luis R Conriquez;10/20/2023;QMANG2210115;2853;92158242;10988;6195525
I Can Fix Him (No Really I Can);THE TORTURED POETS DEPARTMENT;Taylor Swift;4/18/2024;USUG12401038;3853;92296736;2336;7788313
Con La Brisa;Black Panther: Wakanda Forever - Music From and Inspired By;Foudeqush;11/04/22;USHR12244835;3313;92384851;21304;1941527
Down In Atlanta;Down In Atlanta - Single;Pharrell Williams;11/18/2022;USSM12208341;4214;92424493;45053;6604373
Quicksand;Quicksand;Morray;10/30/2020;CA5KR2101974;3642;92536126;39798;3748995
BBY BOO (REMIX);BBY BOO (REMIX);iZaak;3/27/2024;USWL12400891;1771;92573075;951;54471531
People (feat. Ayra Starr & Omah Lay);People (feat. Ayra Starr & Omah Lay) [Remix];Libianca;03/03/23;GBARL2300305;4436;92719593;31367;6867479
Paro - Speed Up;Paro (Speed Up);Nej;5/20/2021;FRX282231651;3512;92866817;20834;6538674
Daru Badnaam;Daru Badnaam;Param Singh;12/24/2016;GBLQN1619802;3246;92896589;15887;2265888
Selfish;Selfish;Justin Timberlake;1/25/2024;USRC12400001;181;92932220;8847;31258778
10 Carros;10 Carros;Chefin;11/23/2023;BCM9A2300098;138;92949075;13213;6225367
Por Clave el 13;Seguimos Irremediables;Betillo Guerrero;02/07/22;QZDQH2160812;444;92981184;12775;1505898
Woah (feat. D3Mstreet);Woah;KRYPTO9095;3/29/2019;QZDA41998629;1315;92985109;21725;3265269
The One That Got Away;Teenage Dream;Katy Perry;01/01/10;USCA21001266;4172;921351898;110426;34757269
Drowning (feat. Kodak Black);Drowning (feat. Kodak Black);A Boogie Wit da Hoodie;03/10/17;USAT21700435;3722;921936314;40536;3970533
Whatever She Wants;Whatever She Wants;Bryson Tiller;2/13/2024;USRC12400299;197;207093873;23181;114051028
No Idea;No Idea;Don Toliver;5/29/2019;USAT21903300;529;922761340;176497;26466335
Walking On A Dream;Walking On A Dream;Empire Of The Sun;01/01/08;AUEI10800039;3476;923637058;248136;72561268
RAPSTAR;RAPSTAR;Polo G;04/09/21;USSM12101640;615;923823292;218155;31818910
Memories (feat. Kid Cudi);VIVA Club Rotation (Vol. 46);Kid Cudi;12/05/08;FRZID0900480;3778;923932404;261469;53941189
Elastic Heart;Full Circle: The Live Anthology;Sia;11/20/2011;USRC11400976;3064;924784325;92551;20937954
LALA;LALA - Single;Myke Towers;3/22/2023;USWL12300002;16;925655569;103605;79944921
Bandit (with YoungBoy Never Broke Again);Death Race For Love (Bonus Track Version);Juice WRLD;03/08/19;USUG11903492;1538;925747848;178435;28731824
WITHOUT YOU;F*CK LOVE (SAVAGE);The Kid LAROI;11/06/20;USSM12006586;524;927908363;192182;29317288
Back for More (with Anitta);Back for More (with Anitta);TOMORROW X TOGETHER;9/15/2023;USA2P2342327;258;93990459;805;7207941
Wrecking Ball;538 Hitzone Best Of 2013;Miley Cyrus;01/01/13;USRC11301214;1316;930004605;113036;73538856
Whistle;Whistle (feat. Calum Scott);Jax Jones;02/10/23;GBUM72202305;1859;150399875;24147;33879427
Shotgun;Staying at Tamara's;George Ezra;3/23/2018;GBARL1701372;198;930662973;130768;32965801
Felices los 4;Felices los 4;Maluma;4/21/2017;USSD11700134;814;932817713;73487;24333265
Whistle;Pioneer The Album (Vol.13);Flo Rida;9/27/2010;USAT21201745;2784;814272136;180832;45770125
You Need To Calm Down;You Need To Calm Down;Taylor Swift;6/14/2019;USUG11901470;2113;935098853;63937;44356528
Without Me;Without Me;Halsey;10/04/18;USUM71813499;200;2042792456;198888;69311277
Without Me;The Source - Hip Hop Hits Vol. 6;Eminem;01/01/02;USIR10211038;321;2146682342;397228;83160830
Love Lies (with Normani);Love Lies;Khalid;2/14/2018;USRC11703646;1865;937339123;96612;21547967
UNA BALA;UNA BALA;Milo j;11/29/2023;UYB282384014;3026;94097213;9345;4283676
"Vaathi Coming (From ""Master"")";"Vaathi Coming (From ""Master"")";Anirudh Ravichander;03/10/20;INS172000675;33;94152948;9693;3944785
TU$$I (with Dei V);TU$$I (with Dei V);YOVNGCHIMI;10/20/2023;QZWA32200398;3549;94305899;11356;9053525
Esta Vida;Esta Vida - Single;Marshmello;4/13/2023;USSD12300013;2719;94359848;23027;26530704
"Kaavaalaa (From ""Jailer"")";"Kaavaalaa (From ""Jailer"")";Shilpa Rao;07/06/23;QMBZ92319256;1373;94518210;5151;4767067
Lady Killers II (Christoph Andersson Remix);Lady Killers II (Christoph Andersson Remix);G-Eazy;3/17/2024;TCAIA2495220;143;94635338;10537;11716074
Dile a Tu Orgullo (En Vivo);Dile a Tu Orgullo (En Vivo) - Single;Luis Alfonso Partida El Yaki;1/28/2022;USA2P2201542;3362;94677649;9726;5274940
Angels Like You;Plastic Hearts;Miley Cyrus;11/27/2020;USRC12003754;1697;940796773;89447;36703975
In Your Eyes;After Hours;The Weeknd;3/20/2020;USUG12000657;2054;940914292;130934;30398290
Replay;Now! 15;Iyaz;01/01/09;USRE10901161;3232;941989512;202958;78141768
Nothing Breaks Like a Heart (feat. Miley Cyrus);Nothing Breaks Like a Heart (feat. Miley Cyrus);Mark Ronson;11/30/2018;GBARL1801571;1852;942092206;129847;59476416
Without Me;Suicide Squad: The Album (Collector's Edition);Eminem;08/04/16;USAT21602011;1696;2146682342;7361;1065772
Higher Love;Higher Love;Kygo;6/28/2019;USRC11901901;1875;943137389;117582;79382957
Slow Hands;Slow Hands;Niall Horan;05/04/17;USUG11700631;2989;946043494;751;29425699
Don't Wanna Know (feat. Kendrick Lamar);Don't Wanna Know;Maroon 5;10/11/16;USUM71609975;2055;946757383;87426;23437480
Levitating;Future Nostalgia;Dua Lipa;3/27/2020;GBAHT1901299;841;946842175;145601;34376048
Left and Right (Feat. Jung Kook of BTS);Left and Right (Feat. Jung Kook of BTS);Charlie Puth;6/24/2022;USAT22205563;1542;947763871;59942;47877896
Snowman;Snowman;Sia;11/09/17;USAT21704212;2561;947770190;123852;25500657
Bound 2;Yeezus;Kanye West;01/01/13;USUM71307523;4239;948562412;227652;30088786
Him & I (with Halsey);Him & I;G-Eazy;11/30/2017;USRC11701867;2384;949651805;141296;23238086
a lot;i am > i was;21 Savage;12/21/2018;QZ45A1700126;872;949835159;219301;32815164
TUTA GOLD;TUTA GOLD;Mahmood;02/07/24;ITUM72400066;1157;95029509;5218;9118781
Jump;TYLA;Tyla;03/01/24;USSM12308661;1295;95341415;10243;123617533
Work;ANTI (Deluxe);Rihanna;1/28/2016;QM5FT1600116;799;1399521364;144823;46076265
Meet you at the Graveyard;Clean Sheets, dirty walls;Cleffy;10/06/23;TCAHM2333379;2327;95871805;21;7441709
Save Me (with Lainey Wilson);Save Me (with Lainey Wilson);Jelly Roll;05/11/23;QMRSZ2300359;4125;95946720;13156;15537858
SNEAKERS;CHECKMATE;ITZY;7/15/2022;US5TA2200033;4128;95952617;10516;3921848
Taaron Ke Shehar;Taaron Ke Shehar;Neha Kakkar;9/20/2020;INS182006274;3686;95962246;7017;3232549
Mtg Quero Te Encontrar;Mtg Quero Te Encontrar;DJ LG PROD;2/23/2024;USLZJ2475867;3518;95980260;6191;39878495
BOUNCY (K-HOT CHILLI PEPPERS);THE WORLD EP.2 : OUTLAW;ATEEZ;6/16/2023;KRD442300010;3024;95981326;10042;3932343
The Lazy Song;Doo-Wops & Hooligans;Bruno Mars;10/05/10;USAT21001886;1496;950810060;151801;51937840
Sunday Best;Where the Light Is;Surfaces;8/28/2018;TCAEA1802695;733;952626904;151446;27674084
Baby;R&B Collection 2011;Justin Bieber;01/01/10;USUM70919263;1337;952635214;136655;76732478
Tennessee Whiskey;Tennessee Whiskey;Chris Stapleton;4/28/2015;USUM71418088;661;954073526;162233;36021163
Candy Shop;Candy Shop;50 Cent;01/01/05;USIR10500072;3732;954807024;219091;69258950
Kings & Queens;Kings & Queens;Ava Max;03/12/20;USAT21906943;440;955439608;130031;24897061
Work Out;Work Out;J. Cole;07/04/11;USQX91100801;274;955547971;199078;33681550
Mama;Mama;Jonas Blue;05/05/17;GBUM71701777;2509;955563174;8978;18075056
This Town;This Town;Niall Horan;9/29/2016;USUG11601029;3743;957810500;107486;73687531
the remedy for a broken heart (why am I so in love);?;XXXTENTACION;3/16/2018;USUG11800488;1359;959078765;142939;25725853
Come & Go (with Marshmello);Come & Go (with Marshmello);Juice WRLD;07/09/20;USUG12001904;1277;959313617;180366;25884639
Late Night Talking;Harry's House;Harry Styles;5/20/2022;USSM12200610;258;959639297;108806;62563751
Embarrassed (feat. Travis Scott);Embarrassed (feat. Travis Scott);Don Toliver;2/23/2023;USAT22302147;4418;96288883;37394;7850736
SkeeYee;Hood Hottest Princess;Sexyy Red;06/09/23;QZQAY2395569;151;96289114;24566;8733511
Desejo Imortal (It Must Have Been Love);Desejo Imortal (It Must Have Been Love);Gusttavo Lima;4/13/2023;BXBAL2300029;1666;96328058;7107;12749577
Bling Bling;Bling Bling - Single;Grupo Marca Registrada;11/27/2023;USA2P2358699;2837;96383243;10187;4406109
WORK;GOLDEN HOUR : Part.1;ATEEZ;5/31/2024;KRD442400011;282;10135326;678;14542753
8 Parche;8 Parche;Baani Sandhu;09/12/19;FR96X1934664;1436;96829196;9383;1730849
LosT;LosT - Single;Bring Me The Horizon;05/04/23;GBARL2202050;4325;96922687;25703;6529841
iSpy (feat. Lil Yachty);iSpy (feat. Lil Yachty);KYLE;12/02/16;USAT21700378;1325;960430911;121478;17895084
Soltera - Remix;Soltera (Remix);Lunay;05/10/19;USA2P1927909;418;960753774;96971;42696430
RITMO (Bad Boys For Life);RITMO (Bad Boys For Life);Black Eyed Peas;10/12/19;USSM11912430;659;961358721;155959;47278163
EARFQUAKE;IGOR;Tyler, The Creator;5/17/2019;USQX91901111;1207;962546385;198786;34308753
Laugh Now Cry Later (feat. Lil Durk);Laugh Now Cry Later (feat. Lil Durk);Drake;8/14/2020;USUG12001748;645;962634706;222576;40254416
Wildest Dreams;1989 (Deluxe);Taylor Swift;01/01/14;USCJY1431379;2771;964058806;102916;33415141
Jingle Bell Rock;Essential Classics, Vol. 141: Bobby Helms;Bobby Helms;11/03/23;ES31E2304202;3478;964357785;2;21523
Stole the Show;Stole the Show;Kygo;3/23/2015;SEBGA1500071;3913;964765127;131842;38541359
Am I Wrong;More Music 2013;Nico & Vinz;01/01/13;USWB11304681;244;965827790;160031;38549276
Stick Season;Stick Season;Noah Kahan;07/08/22;USUM72212470;342;965865213;113676;169323128
Bellyache;Bellyache;Billie Eilish;2/24/2017;USUM71615103;2679;965899534;101445;18858886
Worth It;Worth It;YK Osiris;02/08/19;USUM71821752;1125;340112388;66487;6617103
Physical;Physical;Dua Lipa;1/30/2020;GBAHT1901298;1115;967029446;108666;29267130
Fake Love;Crowd Pleasers;Drake;1/27/2017;USCM51700084;3161;967826246;87948;19654087
Worth It;Reflection (Japan Deluxe Edition);Fifth Harmony;01/01/14;USSM11406644;1517;815946405;94852;36133465
Talk (feat. Disclosure);Talk;Khalid;02/07/19;USRC11900004;1065;968194426;121168;29487473
Nevermind;Nevermind;Dennis Lloyd;12/05/16;USHM91642610;298;968235402;159175;41317887
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")";"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")";Pritam;7/18/2023;INH102310310;2495;97050082;6294;9201752
Fighting My Demons;A Great Chaos;Ken Carson;10/13/2023;USUM72314187;2015;97155109;35187;5011301
"Hua Main (From ""ANIMAL"")";"Hua Main (From ""ANIMAL"")";Raghav Chaitanya;10/11/23;INS182302918;4004;97393603;4072;7100504
"Akh Lad Jaave (From ""Loveyatri"")";"Akh Lad Jaave (From ""Loveyatri"")";Badshah;8/23/2018;INS181801889;395;97600091;10461;4441829
So High School;THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY;Taylor Swift;4/19/2024;USUG12402544;2478;97601615;3397;13075013
Baddie;I'VE MINE;IVE;10/13/2023;QMDA72364152;2094;97738080;9673;7806354
SKITZO;UTOPIA;Travis Scott;7/28/2023;USSM12305016;1513;97901897;49313;5181004
Tigini (Remix);Tigini (Remix) - Single;Kikimoteleba;5/20/2022;ES71G2217944;4199;97902676;29131;4436551
Admirin' You (feat. Preston Pablo);Admirin' You (feat. Preston Pablo);Karan Aujla;08/01/23;CAW112300241;276;97989585;11146;3310108
Bongos (feat. Megan Thee Stallion);Bongos: The Pack;Cardi B;09/07/23;USAT22309427;1647;97991117;14129;13224135
Money In The Grave (Drake ft. Rick Ross);The Best In The World Pack;Drake;6/15/2019;USCM51900318;2275;970219741;18065;36876067
We Can't Stop;NOW: The Hits Of Summer 2014;Miley Cyrus;01/01/13;USRC11300686;2003;970858824;117008;50397971
XO Tour Llif3;XO TOUR Llif3;Lil Uzi Vert;3/24/2017;USAT21700684;562;2123458039;59071;11326598
Jimmy Cooks (feat. 21 Savage);Honestly, Nevermind;Drake;6/17/2022;USUG12204897;192;971473231;239671;77479207
Jimmy Cook's (feat. 21 Savage);Honestly, Nevermind;Drake;6/17/2022;USUG12204898;3097;971473231;8682;1452190
Black Beatles;SremmLife 2 (Deluxe);Rae Sremmurd;08/12/16;USUM71603293;1164;972005229;186174;27470180
Never Forget You;Never Forget You;Zara Larsson;09/10/15;SEWEE1500801;2348;972089598;98962;23627265
How Do You Sleep?;How Do You Sleep?;Sam Smith;7/19/2019;GBUM71902381;1931;972593978;84347;25942681
The Way Life Goes (feat. Oh Wonder);Luv Is Rage 2;Lil Uzi Vert;8/25/2017;USAT21703429;3505;973400151;172881;24951320
XO Tour Llif3;Luv Is Rage 2;Lil Uzi Vert;8/25/2017;USAT21703440;1855;2123458039;250221;69341164
July;July;Noah Cyrus;7/31/2019;USQX91901092;2927;977870118;115565;34759006
34+35;Positions;Ariana Grande;10/30/2020;USUM72020423;727;978617707;97191;40917688
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit];Riton;1/15/2021;GBCEN2000163;577;979440925;257132;93789915
Cracker Island (feat. Thundercat);Cracker Island (feat. Thundercat);Gorillaz;6/22/2022;GBAYE1901301;4263;98108741;40658;4088272
Yeah Glo!;Yeah Glo! (Alternate Versions);GloRilla;02/08/24;USUM72400409;864;89513100;8049;60410593
Can't Have Mine;Can't Have Mine - Single;Dylan Scott;2/18/2022;USCRB2200013;417;98538888;14642;4147528
X;X;Nicky Jam;2/22/2018;USSD11800024;3319;981323727;120261;29116272
Often;Ultimate R&B 2014;The Weeknd;01/01/14;USUG11401323;3728;982399328;142822;40628124
Look Alive (feat. Drake);Look Alive (feat. Drake);BlocBoy JB;02/09/18;USWB11800211;2717;982424606;140455;29753134
Hey Mor;Hey Mor;Ozuna;10/06/22;QMDA62203322;364;986132265;97956;68983561
3 Nights;Don't Forget About Me, Demos;Dominic Fike;10/16/2018;USQX91802455;2929;987061577;170786;42953760
Delicate;reputation;Taylor Swift;11/10/17;USCJY1750007;2885;987770768;58856;33732271
Rewrite The Stars;Rewrite The Stars;Zac Efron;11/17/2017;USAT21704623;3823;989608207;8952;20163755
